dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2020,continentExp
05/03/2021,5,3,2021,14714,197,Czechia,CZ,CZE,10693939,Europe
04/03/2021,4,3,2021,15230,187,Czechia,CZ,CZE,10693939,Europe
03/03/2021,3,3,2021,16816,240,Czechia,CZ,CZE,10693939,Europe
02/03/2021,2,3,2021,12191,232,Czechia,CZ,CZE,10693939,Europe
01/03/2021,1,3,2021,1240051,20469,Czechia,CZ,CZE,10693939,Europe
29/04/2021,29,4,2021,835,2,Denmark,DK,DNK,5822763,Europe
28/04/2021,28,4,2021,624,2,Denmark,DK,DNK,5822763,Europe
27/04/2021,27,4,2021,704,2,Denmark,DK,DNK,5822763,Europe
26/04/2021,26,4,2021,612,1,Denmark,DK,DNK,5822763,Europe
25/04/2021,25,4,2021,547,2,Denmark,DK,DNK,5822763,Europe
24/04/2021,24,4,2021,702,5,Denmark,DK,DNK,5822763,Europe
23/04/2021,23,4,2021,893,2,Denmark,DK,DNK,5822763,Europe
22/04/2021,22,4,2021,803,2,Denmark,DK,DNK,5822763,Europe
21/04/2021,21,4,2021,691,4,Denmark,DK,DNK,5822763,Europe
20/04/2021,20,4,2021,741,4,Denmark,DK,DNK,5822763,Europe
19/04/2021,19,4,2021,902,3,Denmark,DK,DNK,5822763,Europe
18/04/2021,18,4,2021,724,0,Denmark,DK,DNK,5822763,Europe
17/04/2021,17,4,2021,677,3,Denmark,DK,DNK,5822763,Europe
16/04/2021,16,4,2021,798,2,Denmark,DK,DNK,5822763,Europe
15/04/2021,15,4,2021,663,1,Denmark,DK,DNK,5822763,Europe
14/04/2021,14,4,2021,563,3,Denmark,DK,DNK,5822763,Europe
13/04/2021,13,4,2021,514,2,Denmark,DK,DNK,5822763,Europe
12/04/2021,12,4,2021,691,2,Denmark,DK,DNK,5822763,Europe
11/04/2021,11,4,2021,755,3,Denmark,DK,DNK,5822763,Europe
10/04/2021,10,4,2021,698,0,Denmark,DK,DNK,5822763,Europe
09/04/2021,9,4,2021,717,1,Denmark,DK,DNK,5822763,Europe
08/04/2021,8,4,2021,614,3,Denmark,DK,DNK,5822763,Europe
07/04/2021,7,4,2021,520,2,Denmark,DK,DNK,5822763,Europe
06/04/2021,6,4,2021,479,1,Denmark,DK,DNK,5822763,Europe
05/04/2021,5,4,2021,600,1,Denmark,DK,DNK,5822763,Europe
04/04/2021,4,4,2021,745,4,Denmark,DK,DNK,5822763,Europe
03/04/2021,3,4,2021,708,1,Denmark,DK,DNK,5822763,Europe
02/04/2021,2,4,2021,662,4,Denmark,DK,DNK,5822763,Europe
01/04/2021,1,4,2021,701,2,Denmark,DK,DNK,5822763,Europe
31/03/2021,31,3,2021,1210,2,Denmark,DK,DNK,5822763,Europe
30/03/2021,30,3,2021,679,1,Denmark,DK,DNK,5822763,Europe
29/03/2021,29,3,2021,964,1,Denmark,DK,DNK,5822763,Europe
28/03/2021,28,3,2021,416,2,Denmark,DK,DNK,5822763,Europe
27/03/2021,27,3,2021,789,2,Denmark,DK,DNK,5822763,Europe
26/03/2021,26,3,2021,814,5,Denmark,DK,DNK,5822763,Europe
25/03/2021,25,3,2021,-2001,1,Denmark,DK,DNK,5822763,Europe
24/03/2021,24,3,2021,754,1,Denmark,DK,DNK,5822763,Europe
23/03/2021,23,3,2021,772,2,Denmark,DK,DNK,5822763,Europe
22/03/2021,22,3,2021,657,1,Denmark,DK,DNK,5822763,Europe
21/03/2021,21,3,2021,590,2,Denmark,DK,DNK,5822763,Europe
20/03/2021,20,3,2021,843,0,Denmark,DK,DNK,5822763,Europe
19/03/2021,19,3,2021,786,1,Denmark,DK,DNK,5822763,Europe
18/03/2021,18,3,2021,787,1,Denmark,DK,DNK,5822763,Europe
17/03/2021,17,3,2021,771,2,Denmark,DK,DNK,5822763,Europe
16/03/2021,16,3,2021,612,2,Denmark,DK,DNK,5822763,Europe
15/03/2021,15,3,2021,541,1,Denmark,DK,DNK,5822763,Europe
14/03/2021,14,3,2021,613,3,Denmark,DK,DNK,5822763,Europe
13/03/2021,13,3,2021,645,3,Denmark,DK,DNK,5822763,Europe
12/03/2021,12,3,2021,862,2,Denmark,DK,DNK,5822763,Europe
11/03/2021,11,3,2021,2007,1,Denmark,DK,DNK,5822763,Europe
10/03/2021,10,3,2021,527,0,Denmark,DK,DNK,5822763,Europe
09/03/2021,9,3,2021,425,2,Denmark,DK,DNK,5822763,Europe
08/03/2021,8,3,2021,513,2,Denmark,DK,DNK,5822763,Europe
07/03/2021,7,3,2021,394,0,Denmark,DK,DNK,5822763,Europe
06/03/2021,6,3,2021,614,3,Denmark,DK,DNK,5822763,Europe
05/03/2021,5,3,2021,520,4,Denmark,DK,DNK,5822763,Europe
04/03/2021,4,3,2021,574,3,Denmark,DK,DNK,5822763,Europe
03/03/2021,3,3,2021,532,2,Denmark,DK,DNK,5822763,Europe
02/03/2021,2,3,2021,497,4,Denmark,DK,DNK,5822763,Europe
01/03/2021,1,3,2021,211195,2361,Denmark,DK,DNK,5822763,Europe
29/04/2021,29,4,2021,425,0,Estonia,EE,EST,1328976,Europe
28/04/2021,28,4,2021,396,0,Estonia,EE,EST,1328976,Europe
27/04/2021,27,4,2021,458,5,Estonia,EE,EST,1328976,Europe
26/04/2021,26,4,2021,163,0,Estonia,EE,EST,1328976,Europe
25/04/2021,25,4,2021,215,6,Estonia,EE,EST,1328976,Europe
24/04/2021,24,4,2021,390,11,Estonia,EE,EST,1328976,Europe
23/04/2021,23,4,2021,392,6,Estonia,EE,EST,1328976,Europe
22/04/2021,22,4,2021,429,11,Estonia,EE,EST,1328976,Europe
21/04/2021,21,4,2021,472,5,Estonia,EE,EST,1328976,Europe
20/04/2021,20,4,2021,535,4,Estonia,EE,EST,1328976,Europe
19/04/2021,19,4,2021,228,8,Estonia,EE,EST,1328976,Europe
18/04/2021,18,4,2021,543,10,Estonia,EE,EST,1328976,Europe
17/04/2021,17,4,2021,333,18,Estonia,EE,EST,1328976,Europe
16/04/2021,16,4,2021,478,7,Estonia,EE,EST,1328976,Europe
15/04/2021,15,4,2021,571,8,Estonia,EE,EST,1328976,Europe
14/04/2021,14,4,2021,549,12,Estonia,EE,EST,1328976,Europe
13/04/2021,13,4,2021,637,0,Estonia,EE,EST,1328976,Europe
12/04/2021,12,4,2021,269,17,Estonia,EE,EST,1328976,Europe
11/04/2021,11,4,2021,438,0,Estonia,EE,EST,1328976,Europe
10/04/2021,10,4,2021,638,14,Estonia,EE,EST,1328976,Europe
09/04/2021,9,4,2021,677,16,Estonia,EE,EST,1328976,Europe
08/04/2021,8,4,2021,757,14,Estonia,EE,EST,1328976,Europe
07/04/2021,7,4,2021,984,12,Estonia,EE,EST,1328976,Europe
06/04/2021,6,4,2021,899,14,Estonia,EE,EST,1328976,Europe
05/04/2021,5,4,2021,382,9,Estonia,EE,EST,1328976,Europe
04/04/2021,4,4,2021,462,10,Estonia,EE,EST,1328976,Europe
03/04/2021,3,4,2021,519,9,Estonia,EE,EST,1328976,Europe
02/04/2021,2,4,2021,1165,14,Estonia,EE,EST,1328976,Europe
01/04/2021,1,4,2021,829,6,Estonia,EE,EST,1328976,Europe
31/03/2021,31,3,2021,1008,6,Estonia,EE,EST,1328976,Europe
30/03/2021,30,3,2021,1202,17,Estonia,EE,EST,1328976,Europe
29/03/2021,29,3,2021,584,19,Estonia,EE,EST,1328976,Europe
28/03/2021,28,3,2021,892,0,Estonia,EE,EST,1328976,Europe
27/03/2021,27,3,2021,1151,13,Estonia,EE,EST,1328976,Europe
26/03/2021,26,3,2021,1150,11,Estonia,EE,EST,1328976,Europe
25/03/2021,25,3,2021,1429,13,Estonia,EE,EST,1328976,Europe
24/03/2021,24,3,2021,1552,14,Estonia,EE,EST,1328976,Europe
23/03/2021,23,3,2021,1062,12,Estonia,EE,EST,1328976,Europe
22/03/2021,22,3,2021,993,10,Estonia,EE,EST,1328976,Europe
21/03/2021,21,3,2021,1373,7,Estonia,EE,EST,1328976,Europe
20/03/2021,20,3,2021,1248,11,Estonia,EE,EST,1328976,Europe
19/03/2021,19,3,2021,1749,11,Estonia,EE,EST,1328976,Europe
18/03/2021,18,3,2021,1700,13,Estonia,EE,EST,1328976,Europe
17/03/2021,17,3,2021,1783,6,Estonia,EE,EST,1328976,Europe
16/03/2021,16,3,2021,1462,11,Estonia,EE,EST,1328976,Europe
15/03/2021,15,3,2021,1279,9,Estonia,EE,EST,1328976,Europe
14/03/2021,14,3,2021,935,9,Estonia,EE,EST,1328976,Europe
13/03/2021,13,3,2021,1586,24,Estonia,EE,EST,1328976,Europe
12/03/2021,12,3,2021,1357,0,Estonia,EE,EST,1328976,Europe
11/03/2021,11,3,2021,1956,9,Estonia,EE,EST,1328976,Europe
10/03/2021,10,3,2021,1482,8,Estonia,EE,EST,1328976,Europe
09/03/2021,9,3,2021,1308,2,Estonia,EE,EST,1328976,Europe
08/03/2021,8,3,2021,1180,14,Estonia,EE,EST,1328976,Europe
07/03/2021,7,3,2021,1319,9,Estonia,EE,EST,1328976,Europe
06/03/2021,6,3,2021,1540,7,Estonia,EE,EST,1328976,Europe
05/03/2021,5,3,2021,1534,14,Estonia,EE,EST,1328976,Europe
04/03/2021,4,3,2021,1417,8,Estonia,EE,EST,1328976,Europe
03/03/2021,3,3,2021,1454,17,Estonia,EE,EST,1328976,Europe
02/03/2021,2,3,2021,1111,0,Estonia,EE,EST,1328976,Europe
01/03/2021,1,3,2021,66628,598,Estonia,EE,EST,1328976,Europe
29/04/2021,29,4,2021,244,3,Finland,FI,FIN,5525292,Europe
28/04/2021,28,4,2021,224,2,Finland,FI,FIN,5525292,Europe
27/04/2021,27,4,2021,133,3,Finland,FI,FIN,5525292,Europe
26/04/2021,26,4,2021,460,0,Finland,FI,FIN,5525292,Europe
25/04/2021,25,4,2021,0,0,Finland,FI,FIN,5525292,Europe
24/04/2021,24,4,2021,267,1,Finland,FI,FIN,5525292,Europe
23/04/2021,23,4,2021,280,3,Finland,FI,FIN,5525292,Europe
22/04/2021,22,4,2021,296,6,Finland,FI,FIN,5525292,Europe
21/04/2021,21,4,2021,214,2,Finland,FI,FIN,5525292,Europe
20/04/2021,20,4,2021,654,4,Finland,FI,FIN,5525292,Europe
19/04/2021,19,4,2021,0,0,Finland,FI,FIN,5525292,Europe
18/04/2021,18,4,2021,0,0,Finland,FI,FIN,5525292,Europe
17/04/2021,17,4,2021,380,2,Finland,FI,FIN,5525292,Europe
16/04/2021,16,4,2021,289,4,Finland,FI,FIN,5525292,Europe
15/04/2021,15,4,2021,400,4,Finland,FI,FIN,5525292,Europe
14/04/2021,14,4,2021,286,3,Finland,FI,FIN,5525292,Europe
13/04/2021,13,4,2021,225,6,Finland,FI,FIN,5525292,Europe
12/04/2021,12,4,2021,346,0,Finland,FI,FIN,5525292,Europe
11/04/2021,11,4,2021,446,0,Finland,FI,FIN,5525292,Europe
10/04/2021,10,4,2021,419,2,Finland,FI,FIN,5525292,Europe
09/04/2021,9,4,2021,426,4,Finland,FI,FIN,5525292,Europe
08/04/2021,8,4,2021,348,2,Finland,FI,FIN,5525292,Europe
07/04/2021,7,4,2021,331,14,Finland,FI,FIN,5525292,Europe
06/04/2021,6,4,2021,341,0,Finland,FI,FIN,5525292,Europe
05/04/2021,5,4,2021,302,0,Finland,FI,FIN,5525292,Europe
04/04/2021,4,4,2021,422,0,Finland,FI,FIN,5525292,Europe
03/04/2021,3,4,2021,566,0,Finland,FI,FIN,5525292,Europe
02/04/2021,2,4,2021,654,2,Finland,FI,FIN,5525292,Europe
01/04/2021,1,4,2021,607,18,Finland,FI,FIN,5525292,Europe
31/03/2021,31,3,2021,420,9,Finland,FI,FIN,5525292,Europe
30/03/2021,30,3,2021,422,-5,Finland,FI,FIN,5525292,Europe
29/03/2021,29,3,2021,458,5,Finland,FI,FIN,5525292,Europe
28/03/2021,28,3,2021,791,0,Finland,FI,FIN,5525292,Europe
27/03/2021,27,3,2021,512,2,Finland,FI,FIN,5525292,Europe
26/03/2021,26,3,2021,726,4,Finland,FI,FIN,5525292,Europe
25/03/2021,25,3,2021,803,2,Finland,FI,FIN,5525292,Europe
24/03/2021,24,3,2021,640,1,Finland,FI,FIN,5525292,Europe
23/03/2021,23,3,2021,430,3,Finland,FI,FIN,5525292,Europe
22/03/2021,22,3,2021,520,0,Finland,FI,FIN,5525292,Europe
21/03/2021,21,3,2021,856,0,Finland,FI,FIN,5525292,Europe
20/03/2021,20,3,2021,770,0,Finland,FI,FIN,5525292,Europe
19/03/2021,19,3,2021,804,1,Finland,FI,FIN,5525292,Europe
18/03/2021,18,3,2021,842,3,Finland,FI,FIN,5525292,Europe
17/03/2021,17,3,2021,517,1,Finland,FI,FIN,5525292,Europe
16/03/2021,16,3,2021,465,14,Finland,FI,FIN,5525292,Europe
15/03/2021,15,3,2021,863,0,Finland,FI,FIN,5525292,Europe
14/03/2021,14,3,2021,691,0,Finland,FI,FIN,5525292,Europe
13/03/2021,13,3,2021,706,3,Finland,FI,FIN,5525292,Europe
12/03/2021,12,3,2021,720,4,Finland,FI,FIN,5525292,Europe
11/03/2021,11,3,2021,779,3,Finland,FI,FIN,5525292,Europe
10/03/2021,10,3,2021,588,2,Finland,FI,FIN,5525292,Europe
09/03/2021,9,3,2021,459,7,Finland,FI,FIN,5525292,Europe
08/03/2021,8,3,2021,511,0,Finland,FI,FIN,5525292,Europe
07/03/2021,7,3,2021,648,0,Finland,FI,FIN,5525292,Europe
06/03/2021,6,3,2021,704,3,Finland,FI,FIN,5525292,Europe
05/03/2021,5,3,2021,758,5,Finland,FI,FIN,5525292,Europe
04/03/2021,4,3,2021,797,4,Finland,FI,FIN,5525292,Europe
03/03/2021,3,3,2021,581,5,Finland,FI,FIN,5525292,Europe
02/03/2021,2,3,2021,392,8,Finland,FI,FIN,5525292,Europe
01/03/2021,1,3,2021,57672,742,Finland,FI,FIN,5525292,Europe
29/04/2021,29,4,2021,31539,315,France,FR,FRA,67320216,Europe
28/04/2021,28,4,2021,30317,347,France,FR,FRA,67320216,Europe
27/04/2021,27,4,2021,5952,398,France,FR,FRA,67320216,Europe
26/04/2021,26,4,2021,24465,145,France,FR,FRA,67320216,Europe
25/04/2021,25,4,2021,32633,217,France,FR,FRA,67320216,Europe
24/04/2021,24,4,2021,32340,332,France,FR,FRA,67320216,Europe
23/04/2021,23,4,2021,34318,283,France,FR,FRA,67320216,Europe
22/04/2021,22,4,2021,34368,313,France,FR,FRA,67320216,Europe
21/04/2021,21,4,2021,43698,388,France,FR,FRA,67320216,Europe
20/04/2021,20,4,2021,6696,447,France,FR,FRA,67320216,Europe
19/04/2021,19,4,2021,29344,140,France,FR,FRA,67320216,Europe
18/04/2021,18,4,2021,35861,189,France,FR,FRA,67320216,Europe
17/04/2021,17,4,2021,36442,331,France,FR,FRA,67320216,Europe
16/04/2021,16,4,2021,38045,297,France,FR,FRA,67320216,Europe
15/04/2021,15,4,2021,43505,297,France,FR,FRA,67320216,Europe
14/04/2021,14,4,2021,39113,345,France,FR,FRA,67320216,Europe
13/04/2021,13,4,2021,8536,385,France,FR,FRA,67320216,Europe
12/04/2021,12,4,2021,34895,176,France,FR,FRA,67320216,Europe
11/04/2021,11,4,2021,43284,207,France,FR,FRA,67320216,Europe
10/04/2021,10,4,2021,41243,330,France,FR,FRA,67320216,Europe
09/04/2021,9,4,2021,84999,343,France,FR,FRA,67320216,Europe
08/04/2021,8,4,2021,12951,421,France,FR,FRA,67320216,Europe
07/04/2021,7,4,2021,8045,426,France,FR,FRA,67320216,Europe
06/04/2021,6,4,2021,10793,197,France,FR,FRA,67320216,Europe
05/04/2021,5,4,2021,60922,185,France,FR,FRA,67320216,Europe
04/04/2021,4,4,2021,19789,185,France,FR,FRA,67320216,Europe
03/04/2021,3,4,2021,46677,332,France,FR,FRA,67320216,Europe
02/04/2021,2,4,2021,50659,309,France,FR,FRA,67320216,Europe
01/04/2021,1,4,2021,59038,303,France,FR,FRA,67320216,Europe
31/03/2021,31,3,2021,30702,381,France,FR,FRA,67320216,Europe
30/03/2021,30,3,2021,9094,360,France,FR,FRA,67320216,Europe
29/03/2021,29,3,2021,37014,131,France,FR,FRA,67320216,Europe
28/03/2021,28,3,2021,42619,190,France,FR,FRA,67320216,Europe
27/03/2021,27,3,2021,41869,897,France,FR,FRA,67320216,Europe
26/03/2021,26,3,2021,45641,225,France,FR,FRA,67320216,Europe
25/03/2021,25,3,2021,65373,245,France,FR,FRA,67320216,Europe
24/03/2021,24,3,2021,14678,287,France,FR,FRA,67320216,Europe
23/03/2021,23,3,2021,15792,343,France,FR,FRA,67320216,Europe
22/03/2021,22,3,2021,30581,138,France,FR,FRA,67320216,Europe
21/03/2021,21,3,2021,35327,185,France,FR,FRA,67320216,Europe
20/03/2021,20,3,2021,35088,276,France,FR,FRA,67320216,Europe
19/03/2021,19,3,2021,34998,269,France,FR,FRA,67320216,Europe
18/03/2021,18,3,2021,38501,241,France,FR,FRA,67320216,Europe
17/03/2021,17,3,2021,29975,408,France,FR,FRA,67320216,Europe
16/03/2021,16,3,2021,6471,333,France,FR,FRA,67320216,Europe
15/03/2021,15,3,2021,26343,140,France,FR,FRA,67320216,Europe
14/03/2021,14,3,2021,29759,169,France,FR,FRA,67320216,Europe
13/03/2021,13,3,2021,25229,290,France,FR,FRA,67320216,Europe
12/03/2021,12,3,2021,27166,265,France,FR,FRA,67320216,Europe
11/03/2021,11,3,2021,30303,264,France,FR,FRA,67320216,Europe
10/03/2021,10,3,2021,23302,368,France,FR,FRA,67320216,Europe
09/03/2021,9,3,2021,5327,359,France,FR,FRA,67320216,Europe
08/03/2021,8,3,2021,21825,130,France,FR,FRA,67320216,Europe
07/03/2021,7,3,2021,23306,170,France,FR,FRA,67320216,Europe
06/03/2021,6,3,2021,23507,439,France,FR,FRA,67320216,Europe
05/03/2021,5,3,2021,25279,293,France,FR,FRA,67320216,Europe
04/03/2021,4,3,2021,26788,322,France,FR,FRA,67320216,Europe
03/03/2021,3,3,2021,22857,417,France,FR,FRA,67320216,Europe
02/03/2021,2,3,2021,4703,375,France,FR,FRA,67320216,Europe
01/03/2021,1,3,2021,3755968,86454,France,FR,FRA,67320216,Europe
29/04/2021,29,4,2021,24736,264,Germany,DE,DEU,83166711,Europe
28/04/2021,28,4,2021,22231,312,Germany,DE,DEU,83166711,Europe
27/04/2021,27,4,2021,10976,344,Germany,DE,DEU,83166711,Europe
26/04/2021,26,4,2021,11907,60,Germany,DE,DEU,83166711,Europe
25/04/2021,25,4,2021,18773,120,Germany,DE,DEU,83166711,Europe
24/04/2021,24,4,2021,23392,286,Germany,DE,DEU,83166711,Europe
23/04/2021,23,4,2021,27543,265,Germany,DE,DEU,83166711,Europe
22/04/2021,22,4,2021,29518,259,Germany,DE,DEU,83166711,Europe
21/04/2021,21,4,2021,24884,331,Germany,DE,DEU,83166711,Europe
20/04/2021,20,4,2021,9609,297,Germany,DE,DEU,83166711,Europe
19/04/2021,19,4,2021,11437,92,Germany,DE,DEU,83166711,Europe
18/04/2021,18,4,2021,19185,67,Germany,DE,DEU,83166711,Europe
17/04/2021,17,4,2021,23804,219,Germany,DE,DEU,83166711,Europe
16/04/2021,16,4,2021,25831,247,Germany,DE,DEU,83166711,Europe
15/04/2021,15,4,2021,29426,293,Germany,DE,DEU,83166711,Europe
14/04/2021,14,4,2021,21693,342,Germany,DE,DEU,83166711,Europe
13/04/2021,13,4,2021,10810,294,Germany,DE,DEU,83166711,Europe
12/04/2021,12,4,2021,13245,99,Germany,DE,DEU,83166711,Europe
11/04/2021,11,4,2021,17855,104,Germany,DE,DEU,83166711,Europe
10/04/2021,10,4,2021,24097,246,Germany,DE,DEU,83166711,Europe
09/04/2021,9,4,2021,25464,296,Germany,DE,DEU,83166711,Europe
08/04/2021,8,4,2021,20407,306,Germany,DE,DEU,83166711,Europe
07/04/2021,7,4,2021,9677,298,Germany,DE,DEU,83166711,Europe
06/04/2021,6,4,2021,6885,90,Germany,DE,DEU,83166711,Europe
05/04/2021,5,4,2021,8497,50,Germany,DE,DEU,83166711,Europe
04/04/2021,4,4,2021,12196,68,Germany,DE,DEU,83166711,Europe
03/04/2021,3,4,2021,18129,120,Germany,DE,DEU,83166711,Europe
02/04/2021,2,4,2021,21888,232,Germany,DE,DEU,83166711,Europe
01/04/2021,1,4,2021,24300,201,Germany,DE,DEU,83166711,Europe
31/03/2021,31,3,2021,17051,249,Germany,DE,DEU,83166711,Europe
30/03/2021,30,3,2021,9549,180,Germany,DE,DEU,83166711,Europe
29/03/2021,29,3,2021,9872,43,Germany,DE,DEU,83166711,Europe
28/03/2021,28,3,2021,17176,90,Germany,DE,DEU,83166711,Europe
27/03/2021,27,3,2021,20472,157,Germany,DE,DEU,83166711,Europe
26/03/2021,26,3,2021,21573,183,Germany,DE,DEU,83166711,Europe
25/03/2021,25,3,2021,22657,228,Germany,DE,DEU,83166711,Europe
24/03/2021,24,3,2021,15813,248,Germany,DE,DEU,83166711,Europe
23/03/2021,23,3,2021,7485,250,Germany,DE,DEU,83166711,Europe
22/03/2021,22,3,2021,7709,50,Germany,DE,DEU,83166711,Europe
21/03/2021,21,3,2021,13733,99,Germany,DE,DEU,83166711,Europe
20/03/2021,20,3,2021,16033,207,Germany,DE,DEU,83166711,Europe
19/03/2021,19,3,2021,17482,226,Germany,DE,DEU,83166711,Europe
18/03/2021,18,3,2021,17504,227,Germany,DE,DEU,83166711,Europe
17/03/2021,17,3,2021,13435,249,Germany,DE,DEU,83166711,Europe
16/03/2021,16,3,2021,5480,238,Germany,DE,DEU,83166711,Europe
15/03/2021,15,3,2021,6604,47,Germany,DE,DEU,83166711,Europe
14/03/2021,14,3,2021,10790,70,Germany,DE,DEU,83166711,Europe
13/03/2021,13,3,2021,12674,239,Germany,DE,DEU,83166711,Europe
12/03/2021,12,3,2021,12834,252,Germany,DE,DEU,83166711,Europe
11/03/2021,11,3,2021,14356,321,Germany,DE,DEU,83166711,Europe
10/03/2021,10,3,2021,9146,300,Germany,DE,DEU,83166711,Europe
09/03/2021,9,3,2021,4252,255,Germany,DE,DEU,83166711,Europe
08/03/2021,8,3,2021,5011,34,Germany,DE,DEU,83166711,Europe
07/03/2021,7,3,2021,8103,96,Germany,DE,DEU,83166711,Europe
06/03/2021,6,3,2021,9557,300,Germany,DE,DEU,83166711,Europe
05/03/2021,5,3,2021,10580,264,Germany,DE,DEU,83166711,Europe
04/03/2021,4,3,2021,11912,359,Germany,DE,DEU,83166711,Europe
03/03/2021,3,3,2021,9019,418,Germany,DE,DEU,83166711,Europe
02/03/2021,2,3,2021,3943,358,Germany,DE,DEU,83166711,Europe
01/03/2021,1,3,2021,2447068,70105,Germany,DE,DEU,83166711,Europe
29/04/2021,29,4,2021,2770,63,Greece,EL,GRC,10718565,Europe
28/04/2021,28,4,2021,3287,92,Greece,EL,GRC,10718565,Europe
27/04/2021,27,4,2021,1307,80,Greece,EL,GRC,10718565,Europe
26/04/2021,26,4,2021,1399,57,Greece,EL,GRC,10718565,Europe
25/04/2021,25,4,2021,2596,86,Greece,EL,GRC,10718565,Europe
24/04/2021,24,4,2021,2739,76,Greece,EL,GRC,10718565,Europe
23/04/2021,23,4,2021,2756,75,Greece,EL,GRC,10718565,Europe
22/04/2021,22,4,2021,3010,86,Greece,EL,GRC,10718565,Europe
21/04/2021,21,4,2021,3750,87,Greece,EL,GRC,10718565,Europe
20/04/2021,20,4,2021,1606,78,Greece,EL,GRC,10718565,Europe
19/04/2021,19,4,2021,1829,65,Greece,EL,GRC,10718565,Europe
18/04/2021,18,4,2021,2411,67,Greece,EL,GRC,10718565,Europe
17/04/2021,17,4,2021,3027,91,Greece,EL,GRC,10718565,Europe
16/04/2021,16,4,2021,3822,104,Greece,EL,GRC,10718565,Europe
15/04/2021,15,4,2021,3081,81,Greece,EL,GRC,10718565,Europe
14/04/2021,14,4,2021,4017,93,Greece,EL,GRC,10718565,Europe
13/04/2021,13,4,2021,1606,76,Greece,EL,GRC,10718565,Europe
12/04/2021,12,4,2021,1717,52,Greece,EL,GRC,10718565,Europe
11/04/2021,11,4,2021,2799,75,Greece,EL,GRC,10718565,Europe
10/04/2021,10,4,2021,2734,78,Greece,EL,GRC,10718565,Europe
09/04/2021,9,4,2021,3215,73,Greece,EL,GRC,10718565,Europe
08/04/2021,8,4,2021,3445,75,Greece,EL,GRC,10718565,Europe
07/04/2021,7,4,2021,4293,79,Greece,EL,GRC,10718565,Europe
06/04/2021,6,4,2021,1863,73,Greece,EL,GRC,10718565,Europe
05/04/2021,5,4,2021,1955,78,Greece,EL,GRC,10718565,Europe
04/04/2021,4,4,2021,3229,70,Greece,EL,GRC,10718565,Europe
03/04/2021,3,4,2021,3058,72,Greece,EL,GRC,10718565,Europe
02/04/2021,2,4,2021,3483,67,Greece,EL,GRC,10718565,Europe
01/04/2021,1,4,2021,3612,76,Greece,EL,GRC,10718565,Europe
31/03/2021,31,3,2021,4322,72,Greece,EL,GRC,10718565,Europe
30/03/2021,30,3,2021,1724,65,Greece,EL,GRC,10718565,Europe
29/03/2021,29,3,2021,1441,54,Greece,EL,GRC,10718565,Europe
28/03/2021,28,3,2021,3132,72,Greece,EL,GRC,10718565,Europe
27/03/2021,27,3,2021,1466,53,Greece,EL,GRC,10718565,Europe
26/03/2021,26,3,2021,2587,52,Greece,EL,GRC,10718565,Europe
25/03/2021,25,3,2021,3058,67,Greece,EL,GRC,10718565,Europe
24/03/2021,24,3,2021,3517,51,Greece,EL,GRC,10718565,Europe
23/03/2021,23,3,2021,1705,69,Greece,EL,GRC,10718565,Europe
22/03/2021,22,3,2021,2614,41,Greece,EL,GRC,10718565,Europe
21/03/2021,21,3,2021,1432,60,Greece,EL,GRC,10718565,Europe
20/03/2021,20,3,2021,2762,64,Greece,EL,GRC,10718565,Europe
19/03/2021,19,3,2021,3070,45,Greece,EL,GRC,10718565,Europe
18/03/2021,18,3,2021,3458,56,Greece,EL,GRC,10718565,Europe
17/03/2021,17,3,2021,1508,59,Greece,EL,GRC,10718565,Europe
16/03/2021,16,3,2021,1134,46,Greece,EL,GRC,10718565,Europe
15/03/2021,15,3,2021,1626,53,Greece,EL,GRC,10718565,Europe
14/03/2021,14,3,2021,2503,52,Greece,EL,GRC,10718565,Europe
13/03/2021,13,3,2021,2357,49,Greece,EL,GRC,10718565,Europe
12/03/2021,12,3,2021,2570,51,Greece,EL,GRC,10718565,Europe
11/03/2021,11,3,2021,2629,43,Greece,EL,GRC,10718565,Europe
10/03/2021,10,3,2021,3181,46,Greece,EL,GRC,10718565,Europe
09/03/2021,9,3,2021,1161,39,Greece,EL,GRC,10718565,Europe
08/03/2021,8,3,2021,1142,53,Greece,EL,GRC,10718565,Europe
07/03/2021,7,3,2021,2301,41,Greece,EL,GRC,10718565,Europe
06/03/2021,6,3,2021,2181,32,Greece,EL,GRC,10718565,Europe
05/03/2021,5,3,2021,2217,35,Greece,EL,GRC,10718565,Europe
04/03/2021,4,3,2021,2697,40,Greece,EL,GRC,10718565,Europe
03/03/2021,3,3,2021,2312,23,Greece,EL,GRC,10718565,Europe
02/03/2021,2,3,2021,1170,30,Greece,EL,GRC,10718565,Europe
01/03/2021,1,3,2021,191100,6504,Greece,EL,GRC,10718565,Europe
29/04/2021,29,4,2021,2584,186,Hungary,HU,HUN,9769526,Europe
28/04/2021,28,4,2021,1692,188,Hungary,HU,HUN,9769526,Europe
27/04/2021,27,4,2021,1253,183,Hungary,HU,HUN,9769526,Europe
26/04/2021,26,4,2021,1936,176,Hungary,HU,HUN,9769526,Europe
25/04/2021,25,4,2021,2328,205,Hungary,HU,HUN,9769526,Europe
24/04/2021,24,4,2021,2796,212,Hungary,HU,HUN,9769526,Europe
